#TLB experiment
# page size = 4096 bytes
# max pages = 4096
# total number of references = 1 Mi
#pages	 proc		 sum
4	 0.000527	 1048576
8	 0.000438	 1048576
16	 0.000414	 1048576
32	 0.000744	 1048576
64	 0.001568	 1048576
128	 0.001636	 1048576
256	 0.001694	 1048576
512	 0.001696	 1048576
1024	 0.001694	 1048576
2048	 0.004740	 1048576
4096	 0.006401	 1048576
